,Date,News 1,News 2,News 3,News 4,News 5,News 6,News 7,News 8,News 9,News 10,FinBERT score
158,2024-12-15,Peilingen ! PVV levert iets in maar behoudt de koppositie : NSC wordt volledig weggevaagd ! ,,,,,,,,,,0.0
159,2024-12-16,Takiego budżetu Radom jeszcze nie miał . Radni uchwalili rekordowe kwoty,,,,,,,,,,0.0
160,2024-12-17,Football Studio . paito sdy sgp hk harian . data hk 6d virdsam - qiu qiu pro versi lama,,,,,,,,,,0.0
161,2024-12-18,Column | Voorkom islamitische zuil : schaf artikel 23 af,,,,,,,,,,0.0
162,2024-12-19,Hoogeveen schrapt plan voor speciale luiercontainers,,,,,,,,,,0.0
163,2024-12-20,Community council concern at proposed 10 - year extension of Sella Ness accommodation block permission,,,,,,,,,,-0.9514742493629456
164,2024-12-21,Wieliński oburzony  wykorzystywaniem zamachu . Co z Tuskiem ? ,,,,,,,,,,0.0
165,2024-12-22,Northern Illinois vs Fresno State Prediction and Picks Famous Idaho Potato Bowl,,,,,,,,,,0.0
166,2024-12-23,311jilipark app download . Page Not Found . KELUARAN SGP 2024 TOGELERS slot freebet new member - qiu qiu pro versi lama,,,,,,,,,,0.0
167,2024-12-24,De politiek blikt terug in 4 vragen,,,,,,,,,,0.0
168,2024-12-25,,,,,,,,,,,0.0
169,2024-12-26,Georgia Tech vs Vanderbilt Prediction and Picks Birmingham Bowl,,,,,,,,,,0.0
170,2024-12-27,"Syracuse vs Washington State Predictions , Picks , Odds for the Holiday Bowl",,,,,,,,,,0.0
171,2024-12-28,Major milestone for Dudley new £26m university campus,,,,,,,,,,0.8460858464241028
172,2024-12-29,Maaari ba tayong maglaro ng Monopoly online ?. data pengeluaran sgp 2019 sampai 2024 lengkap . link qiu qiu pro - apk go win slot,,,,,,,,,,0.0
173,2024-12-30,Lions vs . 49ers Same Game Parlay : Will Jahmyr Gibbs have big night for Detroit ? ,,,,,,,,,,0.0
174,2024-12-31,"DZ Mafia , the violent Marseilles gang that styles itself as a brand",,,,,,,,,,0.0
175,2025-01-01,,,,,,,,,,,0.0
176,2025-01-02,Column | Gaan we hier terug naar de doodstraf ? ,,,,,,,,,,0.0
177,2025-01-03,Aufruf zu  Mut und Stabilität  beim ersten Ministerrat der Regierung Bayrou,,,,,,,,,,0.0
178,2025-01-04,Buffalo vs Liberty Prediction and Picks Bahamas Bowl,,,,,,,,,,0.0
179,2025-01-05,Deklaracja Trzaskowskiego . Ozdoba : Nie żartujmy sobie,,,,,,,,,,0.0
180,2025-01-06,"Kontrola państwowa : skupimy się na bezpieczeństwie , obronności , służbie zdrowia i edukacji",,,,,,,,,,0.0
181,2025-01-07,JEF i NATO reagują na niszczenie podmorskich kabli na Morzu Bałtyckim,,,,,,,,,,0.0
182,2025-01-08, „ To będzie prezydencja z siedzibą w Brukseli . Morawiecki o „ zaprzepaszczonej szansie  w wykonaniu rządu Tuska,,,,,,,,,,0.0
183,2025-01-09,Provincie moet afschieten wolf mogelijk maken ; BBB en SGP willen spoeddebat,,,,,,,,,,0.0
184,2025-01-10,What are the odds ?: Player parlay bets for the Commanders vs Buccaneers,,,,,,,,,,0.0
185,2025-01-11,FanDuel NFL Best Bets : TSN staff picks for Wild Card Weekend,,,,,,,,,,0.0
186,2025-01-12,,,,,,,,,,,0.0
187,2025-01-13,Grenlandia chce ściśle współpracować z united states w zakresie obrony i górnictwa,,,,,,,,,,0.0
188,2025-01-14,Wellicht streep door opvang asielzoekers in gemeentehuis Hoornaar : coalitie vraagt om heroverwegen besluit,,,,,,,,,,0.0
189,2025-01-15,"Clouds have a surprising effect on surface warming , climate researchers find",,,,,,,,,,0.0
190,2025-01-16,Geen hoorzittingen meer in Tweede Kamer met ministers,,,,,,,,,,0.0
191,2025-01-17,Expert picks for DraftKings Same Game Parlay best bets for Magic vs . Celtics,,,,,,,,,,0.0
192,2025-01-18,How much is Maharlikaâ€™s offer for NGCP ? ,,,,,,,,,,0.0
193,2025-01-19,Krakowski PiS podzielony po ogłoszeniu Ryszarda Terleckiego .  To dramat  ,,,,,,,,,,0.0
194,2025-01-20,"Werkendam krijgt derde haven , bedrijven hebben  chronisch ruimtegebrek  ",,,,,,,,,,0.0
195,2025-01-21,Oppositie wil dat Klever snel geld stuurt naar UNRWA in Gaza,,,,,,,,,,0.0
196,2025-01-22,Ministers : verbod gezichtsbedekkende kleding bij demo moet goed afgebakend zijn,,,,,,,,,,0.0
197,2025-01-23,Should you buy ASX real estate shares before interest rates start to fall ? ,,,,,,,,,,0.0
198,2025-01-24,World Sailing approves 2025 - 2028 Committee appointments,,,,,,,,,,0.0
199,2025-01-25,Trzaskowski jest niewiarygodny . Ale to nie koniec jego problemów – musi się zmierzyć z efektem Trumpa ! ,,,,,,,,,,0.0
200,2025-01-26,25 zetels netto verlies voor de Schoof - coalitie .  De kiezer wil dit ? ,,,,,,,,,,0.0
201,2025-01-27,PiS wycofuje się z kandydatury Barbary Nowak .  Nie przyjęła się  ,,,,,,,,,,0.0
202,2025-01-28,"Czyż z TVP do Trzaskowskiego : Pana konkurent mówi dziwne rzeczy , niedorzeczności kompletne",,,,,,,,,,0.0
203,2025-01-29,Griffier,,,,,,,,,,0.0
204,2025-01-30,Aankoop grond voor huizenbouw bij Brigdamme en Poppenroede gaat door . Maar ook  sprong over de N57  wordt onderzocht,,,,,,,,,,0.0
205,2025-01-31,"Mavericks vs Pistons Prediction , Picks & Odds for Tonight NBA Game",,,,,,,,,,0.0
206,2025-02-01,Karol Nawrocki grzmi : Mamy niemieckie drzewa w polskiej stolicy,,,,,,,,,,0.0
207,2025-02-02,"Nebraska vs Oregon Prediction , Picks & Odds for Tonight College Basketball Game",,,,,,,,,,0.0
208,2025-02-03,"Nieformalny unijny szczyt w Brukseli . Konferencja prasowa z udziałem Donalda Tuska , Antonio Costy i Ursuli von der Leyen",,,,,,,,,,0.0
209,2025-02-04,Trzaskowski o pakcie migracyjnym i rachunku za Ukraińców,,,,,,,,,,0.0
210,2025-02-05,Idlewild Elementary School : An Academic Collapse in Just Five Years . Who Is Responsible ? – The Suburban Times,,,,,,,,,,-0.7783800959587097
211,2025-02-06,Lewica kontra Konfederacja . Konsternacja podczas wywiadu na żywo,,,,,,,,,,0.0
212,2025-02-07,"Gorąco w koalicji .  Macie robić to , co rozkazuje PO  ",,,,,,,,,,0.0
213,2025-02-08,"Donald Tusk zapowiedział , że deportacja przestępców z Polski będzie uproszczona . PiS i KO wyjątkowo zgodne",,,,,,,,,,0.0
214,2025-02-09,Az orvostudomány új dimenziói : a gyógyítás jövője,,,,,,,,,,0.0
215,2025-02-10,Ta petycja do rady miasta Ostrołęki wpłynęła dwukrotnie . Dotyczy nielegalnej migracji,,,,,,,,,,0.0
216,2025-02-11,Lewandowski wsypał Tuska ws . paktu migracyjnego ! WIDEO,,,,,,,,,,0.0
217,2025-02-12,Błaszczak alarmuje : Czeka nas zalew nielegalnych migrantów . PiS chce wypowiedzenia paktu migracyjnego . Składa projekt uchwały,,,,,,,,,,0.0
218,2025-02-13,"Kamer wil probleem - asielzoekers opsluiten , Faber oppert avondklok in Ter Apel",,,,,,,,,,0.0
219,2025-02-14,"Pierwszy dzień konferencji w Monachium . Wojna w Ukrainie , krytyka Europy ze strony united states [ PODSUMOWANIE ] ",,,,,,,,,,0.0
220,2025-02-15,Amerykañscy dyplomaci z wizyt± na Bia³orusi . Wywie¼li winiów politycznych .  Zwrot w polityce united states  | Wiadomo ¶ ci ze ¶ wiata,,,,,,,,,,0.0
221,2025-02-16,Dr Karol Nawrocki odpowiada Rafałowi Trzaskowskiemu ws . bezpieczeństwa,,,,,,,,,,0.0
222,2025-02-17,Wnioski z wojny w Ukrainie . W Polsce powstaje JATEC - centrum analityczne NATO,,,,,,,,,,0.0
223,2025-02-18,24Kurier . pl - Grzegorz Braun w Szczecinie,,,,,,,,,,0.0
224,2025-02-19,"Eksperci o  Wizji dla rolnictwa KE : kierunek dobry , ale za konkretów za mało",,,,,,,,,,0.0
225,2025-02-20,"Canada vs united states Prediction , Picks & Odds for Tonight 4 Nations Face - Off Final",,,,,,,,,,0.0
226,2025-02-21,Elbl±g :  Zbêdne podgrzewanie emocji ? Pomys³ na referendum ws . imigrantów dzieli radnych,,,,,,,,,,0.0
227,2025-02-22,Abp Marek Jędraszewski w 40 - lecie protestu głodowego w Bieżanowie,,,,,,,,,,0.0
228,2025-02-23,"Kraol Nawrocki : nie wysłałbym na Ukrainę polskich żołnierzy , tylko przedsiębiorców",,,,,,,,,,0.0
229,2025-02-24,"Agresja i bluzgi . Zmowa milczenia w sprawie nagrania , które kompromituje senatora Lewicy ?  Nie mają honoru  ",,,,,,,,,,0.0
230,2025-02-25,Szef MON : Każde lotnisko musi być przystosowane do współpracy z wojskiem,,,,,,,,,,0.0
231,2025-02-26,Misja pokojowa czy siły odstraszania ? ,,,,,,,,,,0.0
232,2025-02-27,Mentzen w Szczecinku : wszyscy na Ukrainie traktują nas jak  frajerów  ,,,,,,,,,,0.0
233,2025-02-28,Waterschap in actie tegen varende steigers : SGP Molenlanden wil maatwerk,,,,,,,,,,0.0
234,2025-03-01,Trumps Abkehr von der Ukraine : Was folgt aus dem Zerwürfnis für Deutschland und Europa ? ,,,,,,,,,,0.0
235,2025-03-02,Skupina Fallgrapp uvádza nový singel Nebo,,,,,,,,,,0.0
236,2025-03-03,Katarzyna Sójka dla Niezalezna . pl : te wybory będą referendum nad niszczącymi rządami Donalda Tuska,,,,,,,,,,0.0
237,2025-03-04,Niemcy wyłożą setki miliardów na obronność . Utworzą specjalny fundusz,,,,,,,,,,0.0
238,2025-03-05,Kandydat na prezydenta jednoznacznie : odebrać Ukraińcom 800+,,,,,,,,,,0.0
239,2025-03-06,Weto Węgier na szczycie UE ws . Ukrainy . Ale Unia idzie dalej – DW – 06 . 03 . 2025,,,,,,,,,,0.0
240,2025-03-07,"Benson Boone je späť a s novým singlom dokazuje , že ani zďaleka nekončí ! ",,,,,,,,,,0.0
241,2025-03-08,"SIU EDWARDSVILLE VS SE MISSOURI STATE PREDICTION , PICKS & ODDS FOR TONIGHT OHIO VALLEY CHAMPIONSHIP",,,,,,,,,,0.0
242,2025-03-09,Sikorski kontra Rubio i Musk . Emocje buzują .  Może ktoś mu zabierze Twittera ? [ RELACJA NA ŻYWO ] ,,,,,,,,,,0.0
243,2025-03-10,Polska nie wdroży paktu migracyjnego ? KE przypomina o obowiązkach i zapowiada konsekwencje,,,,,,,,,,0.0
244,2025-03-11,"ST . FRANCIS VS CENTRAL CONNECTICUT PREDICTION , PICKS & BEST BETS FOR TONIGHT NORTHEAST TOURNAMENT CHAMPIONSHIP",,,,,,,,,,0.0
245,2025-03-12,"26 lat Polski w NATO : Nie możemy kwestionować jego roli , nie ma realnej alternatywy",,,,,,,,,,0.0
246,2025-03-13,"Newswire & Press Release / T - Mobile , Thales and SIMPL Ease IoT Deployments with A Flexible and Secure Connectivity Solution - Telecom / Wireless / VoIP / IPTV - Thales Group",,,,,,,,,,0.5664215683937073
247,2025-03-14,Pretensje do europosłów PiS .  Zareagowali za późno  ,,,,,,,,,,0.0
248,2025-03-15,Bruksela wypycha Amerykę z Europy . Ozdoba dla Niezalezna . pl : to doprowadzi do kryzysu w relacjach,,,,,,,,,,0.0
249,2025-03-16,"OILERS VS RANGERS PREDICTION , PICKS & ODDS FOR TONIGHT NHL GAME",,,,,,,,,,0.0
250,2025-03-17,"FLYERS VS LIGHTNING PREDICTION , PICKS & ODDS FOR TONIGHT NHL GAME",,,,,,,,,,0.0
251,2025-03-18,"First signs of spring on the Susquehanna Greenway | News , Sports , Jobs",,,,,,,,,,0.0
252,2025-03-19,"Opozycja chce kontroli na granicy z Niemcami . Rząd mówi , że to niepotrzebne",,,,,,,,,,0.0
253,2025-03-20,"DRAKE VS MISSOURI PREDICTION , PICKS & ODDS FOR TONIGHT MARCH MADNESS GAME",,,,,,,,,,0.0
254,2025-03-21,"CREIGHTON VS AUBURN PREDICTION , PICKS & ODDS FOR SATURDAY MARCH MADNESS GAME",,,,,,,,,,0.0
255,2025-03-22,"Omroep Flevoland - Nieuws - Besluit over toekomst van De Tong blijkt lastig , onderzoek duurt langer",,,,,,,,,,0.0
256,2025-03-23,"COLORADO STATE VS MARYLAND PREDICTION , PICKS & BEST BETS FOR TODAY MARCH MADNESS GAME",,,,,,,,,,0.0
257,2025-03-24,Trzaskowski o pakcie migracyjnym . Polityk KO o Ukraińcach w Polsce – Wprost,,,,,,,,,,0.0
258,2025-03-25,Oppositiepartijen willen dat college zich uitspreekt tegen bezuinigingen in onderwijs,,,,,,,,,,0.0
259,2025-03-26,Mariusz Błaszczak o programie dr . Karola Nawrockiego,,,,,,,,,,0.0
260,2025-03-27,"DraftKings promo code for March Madness Alabama vs . BYU : Bet $5 , receive $200 in instant bonuses",,,,,,,,,,0.0
261,2025-03-28,Coalitie : nog altijd op zoek naar eenheid,,,,,,,,,,0.0
262,2025-03-29,"ALABAMA VS DUKE PREDICTION , PICKS & ODDS FOR TONIGHT MARCH MADNESS ELITE EIGHT GAME",,,,,,,,,,0.0
263,2025-03-30,Nawrocki o sprawie ukraińskiej podczas pobytu w Przemyślu,,,,,,,,,,0.0
264,2025-03-31,"TCU VS TEXAS PREDICTION , PICKS & BEST BETS FOR TODAY WOMEN MARCH MADNESS ELITE 8 GAME",,,,,,,,,,0.0
265,2025-04-01,"GIANTS VS ASTROS PREDICTION , PICKS & ODDS FOR TODAY MLB GAME",,,,,,,,,,0.0
266,2025-04-02,DraftKings Promo Code Gives New Users $150 Bonus Bets for a $5 Wager on Pistons vs Thunder,,,,,,,,,,0.0
267,2025-04-03,Kabinet : dit jaar nog geen vuurwerkverbod,,,,,,,,,,0.0
268,2025-04-04,"RANGER VS DEVILS PREDICTION , PICKS & ODDS FOR SATURDAY NHL GAME",,,,,,,,,,0.0
269,2025-04-05,"CAPITALS VS ISLANDERS PREDICTION , PICKS & ODDS FOR SUNDAY NHL GAME",,,,,,,,,,0.0
270,2025-04-06,W Toruniu protestowano przeciwko powstaniu CIC,,,,,,,,,,0.0
271,2025-04-07,Coalition Urges Reinstatement of the Office of Management and Budget Public Apportionment Tracker,,,,,,,,,,0.0
272,2025-04-08,2 ASX dividend giants trading at bargain prices after market dip,,,,,,,,,,0.0
273,2025-04-09,Budują całkiem nowe linie kolejowe . Zacznie się od Polski centralnej,,,,,,,,,,0.0
274,2025-04-10,"HURRICANES VS CAPITALS PREDICTION , PICKS & ODDS FOR TONIGHT NHL GAME",,,,,,,,,,0.0
275,2025-04-11,Francja : W ambasadzie RP - dyskusja o zbrodni katyńskiej i współczesnej propagandzie w Rosji,,,,,,,,,,0.0
276,2025-04-12,"MAPLE LEAFS VS CANADIENS PREDICTION , PICKS & ODDS FOR TONIGHT NHL GAME",,,,,,,,,,0.0
277,2025-04-13,"AVALANCHE VS DUCKS PREDICTION , PICKS & ODDS FOR TONIGHT NHL GAME",,,,,,,,,,0.0
278,2025-04-14,"GRIZZLIES VS WARRIORS PREDICTION , PICKS & ODDS FOR TUESDAY NBA PLAY - IN GAME",,,,,,,,,,0.0
279,2025-04-15,"GUARDIANS VS ORIOLES PREDICTION , PICKS & ODDS FOR TODAY MLB GAME",,,,,,,,,,0.0
280,2025-04-16,Program Karola Nawrockiego .  Za 20 lat to ju ¿ nie bêdzie Polska  ,,,,,,,,,,0.0
281,2025-04-17,"ROYALS VS TIGERS PREDICTION , PICKS & ODDS FOR TODAY MLB GAME",,,,,,,,,,0.0
282,2025-04-18,"PADRES VS ASTROS PREDICTION , PICKS & ODDS FOR TONIGHT MLB GAME",,,,,,,,,,0.0
283,2025-04-19,Lale Gül : het pleidooi van tv - producent Paul Römer voor versterkte gebedsoproepen werd met de minuut pijnlijker | Columns,,,,,,,,,,0.0
284,2025-04-20,"BLUES VS JETS PREDICTION , PICKS & ODDS FOR MONDAY NHL PLAYOFFS GAME 2",,,,,,,,,,0.0
285,2025-04-21,"Next - Gen Hybrid Nissan GT - R Coming Within Five Years , Could Be Co - Developed With Next Acura NSX",,,,,,,,,,0.0
286,2025-04-22,Peter Hoek is de lijsttrekker voor de gemeenteraadsverkiezingen 2026,,,,,,,,,,0.0
287,2025-04-23,"DODGERS VS CUBS PREDICTION , PICKS & ODDS FOR TODAY MLB GAME",,,,,,,,,,0.0
288,2025-04-24,"KINGS VS OILERS PREDICTION , PICKS & ODDS FOR FRIDAY NHL PLAYOFFS GAME 3",,,,,,,,,,0.0
289,2025-04-25,,,,,,,,,,,0.0
290,2025-04-26,,,,,,,,,,,0.0
291,2025-04-27,,,,,,,,,,,0.0
292,2025-04-28,,,,,,,,,,,0.0
293,2025-04-29,,,,,,,,,,,0.0
294,2025-04-30,,,,,,,,,,,0.0
295,2025-05-01,,,,,,,,,,,0.0
296,2025-05-02,,,,,,,,,,,0.0
297,2025-05-03,,,,,,,,,,,0.0
298,2025-05-04,,,,,,,,,,,0.0
299,2025-05-05,,,,,,,,,,,0.0
300,2025-05-06,,,,,,,,,,,0.0
301,2025-05-07,,,,,,,,,,,0.0
302,2025-05-08,,,,,,,,,,,0.0
303,2025-05-09,,,,,,,,,,,0.0
304,2025-05-10,,,,,,,,,,,0.0
305,2025-05-11,,,,,,,,,,,0.0
306,2025-05-12,,,,,,,,,,,0.0
307,2025-05-13,,,,,,,,,,,0.0
308,2025-05-14,,,,,,,,,,,0.0
309,2025-05-15,,,,,,,,,,,0.0
310,2025-05-16,,,,,,,,,,,0.0
311,2025-05-17,,,,,,,,,,,0.0
312,2025-05-18,,,,,,,,,,,0.0
313,2025-05-19,,,,,,,,,,,0.0
314,2025-05-20,,,,,,,,,,,0.0
315,2025-05-21,,,,,,,,,,,0.0
316,2025-05-22,,,,,,,,,,,0.0
317,2025-05-23,,,,,,,,,,,0.0
318,2025-05-24,,,,,,,,,,,0.0
319,2025-05-25,,,,,,,,,,,0.0
320,2025-05-26,,,,,,,,,,,0.0
321,2025-05-27,,,,,,,,,,,0.0
322,2025-05-28,,,,,,,,,,,0.0
323,2025-05-29,,,,,,,,,,,0.0
324,2025-05-30,,,,,,,,,,,0.0
325,2025-05-31,,,,,,,,,,,0.0
326,2025-06-01,,,,,,,,,,,0.0
327,2025-06-02,,,,,,,,,,,0.0
328,2025-06-03,,,,,,,,,,,0.0
329,2025-06-04,,,,,,,,,,,0.0
330,2025-06-05,,,,,,,,,,,0.0
331,2025-06-06,,,,,,,,,,,0.0
332,2025-06-07,,,,,,,,,,,0.0
333,2025-06-08,,,,,,,,,,,0.0
334,2025-06-09,,,,,,,,,,,0.0
335,2025-06-10,,,,,,,,,,,0.0
336,2025-06-11,,,,,,,,,,,0.0
337,2025-06-12,,,,,,,,,,,0.0
338,2025-06-13,,,,,,,,,,,0.0
339,2025-06-14,,,,,,,,,,,0.0
340,2025-06-15,,,,,,,,,,,0.0
341,2025-06-16,,,,,,,,,,,0.0
342,2025-06-17,,,,,,,,,,,0.0
343,2025-06-18,,,,,,,,,,,0.0
344,2025-06-19,,,,,,,,,,,0.0
345,2025-06-20,,,,,,,,,,,0.0
346,2025-06-21,,,,,,,,,,,0.0
347,2025-06-22,,,,,,,,,,,0.0
348,2025-06-23,,,,,,,,,,,0.0
349,2025-06-24,,,,,,,,,,,0.0
350,2025-06-25,,,,,,,,,,,0.0
351,2025-06-26,,,,,,,,,,,0.0
352,2025-06-27,,,,,,,,,,,0.0
353,2025-06-28,,,,,,,,,,,0.0
354,2025-06-29,,,,,,,,,,,0.0
355,2025-06-30,,,,,,,,,,,0.0
356,2025-07-01,,,,,,,,,,,0.0
357,2025-07-02,,,,,,,,,,,0.0
358,2025-07-03,,,,,,,,,,,0.0
359,2025-07-04,,,,,,,,,,,0.0
360,2025-07-05,,,,,,,,,,,0.0
361,2025-07-06,,,,,,,,,,,0.0
362,2025-07-07,,,,,,,,,,,0.0
363,2025-07-08,,,,,,,,,,,0.0
364,2025-07-09,,,,,,,,,,,0.0
365,2025-07-10,,,,,,,,,,,0.0
